index,participants,hypernym,hyponym,word,words_excluded,id,full_list,clean_list,label,word_spec_map
1260,1D_3,"entità astratta, entità",futuro,tempo,,1260_1D_3,['entità astratta' 'entità' 'tempo' 'futuro'],['entità astratta' 'entità' 'tempo' 'futuro'],['B-' 'B-' 'B-' 'B-'],
2322,3C_18,"sentimento, emozione",del buio,paura,emozione,2322_3C_18,['sentimento' 'emozione' 'paura' 'paura del buio'],['sentimento' 'paura' 'paura del buio'],['B-' 'O' 'B-' 'B-'],del buio|||paura del buio___
2514,5D_4,emozione specifica,mia mamma arrabbiata,rabbia,mia mamma arrabbiata,2514_5D_4,['emozione specifica' 'rabbia' 'mia mamma arrabbiata'],['emozione specifica' 'rabbia'],['B-' 'B-' 'O'],
2376,3C_21,"emozione, cosa","paura di un animale, paura dei ragni",paura,cosa,2376_3C_21,['emozione' 'cosa' 'paura' 'paura di un animale' 'paura dei ragni'],['emozione' 'paura' 'paura di un animale' 'paura dei ragni'],['B-' 'O' 'B-' 'B-' 'B-'],
226,1G_20,"sentimento, emozione, cosa astratta, entità",da stress,rabbia,emozione,226_1G_20,"['sentimento' 'emozione' 'cosa astratta' 'entità' 'rabbia'
 'rabbia da stress']",['sentimento' 'cosa astratta' 'entità' 'rabbia' 'rabbia da stress'],['B-' 'O' 'B-' 'B-' 'B-' 'B-'],da stress|||rabbia da stress___
2136,2F_20,emozione,,paura,,2136_2F_20,['emozione' 'paura'],['emozione' 'paura'],['B-' 'B-'],
2744,1G_16,"durata, unità, misura","giro, gara",tempo,"giro, gara",2744_1G_16,['durata' 'unità' 'misura' 'tempo' 'giro' 'gara'],['durata' 'unità' 'misura' 'tempo'],['B-' 'B-' 'B-' 'B-' 'O' 'O'],
325,3C_17,"auto, ruota, cerchio",taxista,autista,"auto, ruota, cerchio",325_3C_17,['auto' 'ruota' 'cerchio' 'autista' 'taxista'],['autista' 'taxista'],['O' 'O' 'O' 'B-' 'B-'],
1942,1D_13,"pensiero, sogno, ragionamento","corpo, testa",mente,"pensiero, sogno, ragionamento, corpo, testa",1942_1D_13,['pensiero' 'sogno' 'ragionamento' 'mente' 'corpo' 'testa'],['mente'],['O' 'O' 'O' 'B-' 'O' 'O'],
2530,1D_19,,,sogno,,2530_1D_19,[' sogno'],[' sogno'],['B-'],
1714,5D_13,emozione,furia,rabbia,,1714_5D_13,['emozione' 'rabbia' 'furia'],['emozione' 'rabbia' 'furia'],['B-' 'B-' 'B-'],
402,5B_8,"corpo artificale, divertimento, cosa","bambola, barbie, barbie dottoressa",giocattolo,divertimento,402_5B_8,"['corpo artificale' 'divertimento' 'cosa' 'giocattolo' 'bambola' 'barbie'
 'barbie dottoressa']","['corpo artificale' 'cosa' 'giocattolo' 'bambola' 'barbie'
 'barbie dottoressa']",['B-' 'O' 'B-' 'B-' 'B-' 'B-' 'B-'],
1926,2F_5,meteo,"temporale, pioggia",tempo,pioggia,1926_2F_5,['meteo' 'tempo' 'temporale' 'pioggia'],['meteo' 'tempo' 'temporale'],['B-' 'B-' 'B-' 'O'],
2291,5B_19,"emozione, triste",pensiero,paura,"triste, pensiero",2291_5B_19,['emozione' 'triste' 'paura' 'pensiero'],['emozione' 'paura'],['B-' 'O' 'B-' 'O'],
1670,3B_6,diritto,di voto,libertà,,1670_3B_6,['diritto' 'libertà' 'libertà di voto'],['diritto' 'libertà' 'libertà di voto'],['B-' 'B-' 'B-'],di voto|||libertà di voto___
2646,3C_11,"fantasia, pensiero",erotico,sogno,,2646_3C_11,['fantasia' 'pensiero' 'sogno' 'erotico'],['fantasia' 'pensiero' 'sogno' 'erotico'],['B-' 'B-' 'B-' 'B-'],
1776,1G_18,"persona, essere umano, essere vivente",infermiere,medico,infermiere,1776_1G_18,['persona' 'essere umano' 'essere vivente' 'medico' 'infermiere'],['persona' 'essere umano' 'essere vivente' 'medico'],['B-' 'B-' 'B-' 'B-' 'O'],
988,1D_7,"antistress, macchina, monopoli, passatempo","lego, soldatini, oggetto",giocattolo,"antistress, macchina, monopoli, passatempo, soldatini, oggetto",988_1D_7,"['antistress' 'macchina' 'monopoli' 'passatempo' 'giocattolo' 'lego'
 'soldatini' 'oggetto']",['giocattolo' 'lego'],['O' 'O' 'O' 'O' 'B-' 'B-' 'O' 'O'],
516,3C_14,"mezzo di trasporto, oggetto","autista, bmw, proche",automobile,"autista, proche",516_3C_14,['mezzo di trasporto' 'oggetto' 'automobile' 'autista' 'bmw' 'proche'],['mezzo di trasporto' 'oggetto' 'automobile' 'bmw'],['B-' 'B-' 'B-' 'O' 'B-' 'O'],
826,2E_14,"lavoratore, essere umano, essere vivente, entità","taxista, taxista di uber, taxista di uber maschio",autista,,826_2E_14,"['lavoratore' 'essere umano' 'essere vivente' 'entità' 'autista' 'taxista'
 'taxista di uber' 'taxista di uber maschio']","['lavoratore' 'essere umano' 'essere vivente' 'entità' 'autista' 'taxista'
 'taxista di uber' 'taxista di uber maschio']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
1042,2F_11,oggetto,"orsetto di peluche, orsetto che respira",giocattolo,,1042_2F_11,['oggetto' 'giocattolo' 'orsetto di peluche' 'orsetto che respira'],['oggetto' 'giocattolo' 'orsetto di peluche' 'orsetto che respira'],['B-' 'B-' 'B-' 'B-'],
2156,2F_21,"macchinario, cosa",ferrari,automobile,,2156_2F_21,['macchinario' 'cosa' 'automobile' 'ferrari'],['macchinario' 'cosa' 'automobile' 'ferrari'],['B-' 'B-' 'B-' 'B-'],
458,5B_11,"persona, essere vivente, entità","taxista, mia bisnonna",autista,,458_5B_11,['persona' 'essere vivente' 'entità' 'autista' 'taxista' 'mia bisnonna'],['persona' 'essere vivente' 'entità' 'autista' 'taxista' 'mia bisnonna'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
2123,2F_19,sentimento,libertà di esprimersi,libertà,sentimento,2123_2F_19,['sentimento' 'libertà' 'libertà di esprimersi'],['libertà' 'libertà di esprimersi'],['O' 'B-' 'B-'],
414,1G_13,"macchina, cosa","ferrari, lamborghini, velocità",automobile,"macchina, lamborghini, velocità",414_1G_13,['macchina' 'cosa' 'automobile' 'ferrari' 'lamborghini' 'velocità'],['cosa' 'automobile' 'ferrari'],['O' 'B-' 'B-' 'B-' 'O' 'O'],
747,2E_9,"mezzo, oggetto, entità","f1, ferrari, fs 23(modello), 55(numero)",automobile,,747_2E_9,"['mezzo' 'oggetto' 'entità' 'automobile' 'f1' 'ferrari' 'fs 23(modello)'
 '55(numero)']","['mezzo' 'oggetto' 'entità' 'automobile' 'f1' 'ferrari' 'fs 23(modello)'
 '55(numero)']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
1352,5D_6,sentimento,,gioia,,1352_5D_6,['sentimento' 'gioia'],['sentimento' 'gioia'],['B-' 'B-'],
2154,1D_9,"aggettivo, cosa astratta","buio, mostri, film horror",paura,"aggettivo, mostri, film horror",2154_1D_9,['aggettivo' 'cosa astratta' 'paura' 'buio' 'mostri' 'film horror'],['cosa astratta' 'paura' 'buio'],['O' 'B-' 'B-' 'B-' 'O' 'O'],
1911,2F_4,"lavoratore, persona, mammaifero, essere vivente, entità","dentista, dentista odontoiatra",medico,,1911_2F_4,"['lavoratore' 'persona' 'mammaifero' 'essere vivente' 'entità' 'medico'
 'dentista' 'dentista odontoiatra']","['lavoratore' 'persona' 'mammaifero' 'essere vivente' 'entità' 'medico'
 'dentista' 'dentista odontoiatra']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
1747,1D_12,"curare, persona, aiutare, guarire, ospedale, medicine","farmacista, infermiere, dottore",medico,"curare, aiutare, guarire, ospedale, medicine, infermiere, dottore",1747_1D_12,"['curare' 'persona' 'aiutare' 'guarire' 'ospedale' 'medicine' 'medico'
 'farmacista' 'infermiere' 'dottore']",['persona' 'medico' 'farmacista'],['O' 'B-' 'O' 'O' 'O' 'O' 'B-' 'B-' 'O' 'O'],
486,3B_10,"veicolo, mezzo di trasporto, oggetto",bmw,automobile,,486_3B_10,['veicolo' 'mezzo di trasporto' 'oggetto' 'automobile' 'bmw'],['veicolo' 'mezzo di trasporto' 'oggetto' 'automobile' 'bmw'],['B-' 'B-' 'B-' 'B-' 'B-'],
942,2E_21,"fauna, animale, entità","bianco, albino",cavallo,fauna,942_2E_21,['fauna' 'animale' 'entità' 'cavallo' 'bianco' 'albino'],['animale' 'entità' 'cavallo' 'bianco' 'albino'],['O' 'B-' 'B-' 'B-' 'B-' 'B-'],
2335,3C_19,emozione,morsi,affetto,morsi,2335_3C_19,['emozione' 'affetto' 'morsi'],['emozione' 'affetto'],['B-' 'B-' 'O'],
2492,5B_6,"emozione, maturale, altrui, personale",,rabbia,"maturale, altrui, personale",2492_5B_6,['emozione' 'maturale' 'altrui' 'personale' 'rabbia'],['emozione' 'rabbia'],['B-' 'O' 'O' 'O' 'B-'],
1811,2E_5,"persona, che aiuta",pediatra,medico,che aiuta,1811_2E_5,['persona' 'che aiuta' 'medico' 'pediatra'],['persona' 'medico' 'pediatra'],['B-' 'O' 'B-' 'B-'],
1934,2F_6,lavoro,oculista,medico,,1934_2F_6,['lavoro' 'medico' 'oculista'],['lavoro' 'medico' 'oculista'],['B-' 'B-' 'B-'],
2276,3C_5,"emozione, sensazione, sentimento, istinto, allarme",,paura,"sentimento, istinto, allarme",2276_3C_5,['emozione' 'sensazione' 'sentimento' 'istinto' 'allarme' 'paura'],['emozione' 'sensazione' 'paura'],['B-' 'B-' 'O' 'O' 'O' 'B-'],
1882,2F_2,posto che racchiude desideri,"pensieri paurosi, pensieri belli",mente,"posto che racchiude desideri, pensieri paurosi, pensieri belli",1882_2F_2,"['posto che racchiude desideri' 'mente' 'pensieri paurosi'
 'pensieri belli']",['mente'],['O' 'B-' 'O' 'O'],
2037,2F_13,una parte del cervello,mente umana,mente,una parte del cervello,2037_2F_13,['una parte del cervello' 'mente' 'mente umana'],['mente' 'mente umana'],['O' 'B-' 'B-'],
3004,2F_9,"dolce, cibo",torta al cioccolato,torta,,3004_2F_9,['dolce' 'cibo' 'torta' 'torta al cioccolato'],['dolce' 'cibo' 'torta' 'torta al cioccolato'],['B-' 'B-' 'B-' 'B-'],
3097,5D_6,dolce,"tortaferri, cheesecake",torta,tortaferri,3097_5D_6,['dolce' 'torta' 'tortaferri' 'cheesecake'],['dolce' 'torta' 'cheesecake'],['B-' 'B-' 'O' 'B-'],
1351,1D_9,"mestiere, lavoratore, essere umano",di macchina,autista,"lavoratore, essere umano",1351_1D_9,['mestiere' 'lavoratore' 'essere umano' 'autista' 'autista di macchina'],['mestiere' 'autista' 'autista di macchina'],['B-' 'O' 'O' 'B-' 'B-'],di macchina|||autista di macchina___
495,5B_14,"idea, ipotesi, esprimersi, parlare","incubo, brutto, schifoso",sogno,"idea, ipotesi, esprimersi, parlare, brutto, schifoso",495_5B_14,"['idea' 'ipotesi' 'esprimersi' 'parlare' 'sogno' 'incubo' 'brutto'
 'schifoso']",['sogno' 'incubo'],['O' 'O' 'O' 'O' 'B-' 'B-' 'O' 'O'],
1266,1D_4,pensiero,magico,sogno,,1266_1D_4,['pensiero' 'sogno' 'magico'],['pensiero' 'sogno' 'magico'],['B-' 'B-' 'B-'],
837,2E_25,"mammifero, animale, essere vivente","sangue puro, pony",cavallo,,837_2E_25,['mammifero' 'animale' 'essere vivente' 'cavallo' 'sangue puro' 'pony'],['mammifero' 'animale' 'essere vivente' 'cavallo' 'sangue puro' 'pony'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
1922,2F_5,dolce,torta alle mele,torta,,1922_2F_5,['dolce' 'torta' 'torta alle mele'],['dolce' 'torta' 'torta alle mele'],['B-' 'B-' 'B-'],
2617,2F_9,"fantasia, immaginazione",incubo,sogno,,2617_2F_9,['fantasia' 'immaginazione' 'sogno' 'incubo'],['fantasia' 'immaginazione' 'sogno' 'incubo'],['B-' 'B-' 'B-' 'B-'],
2085,2F_17,"organo, parte del corpo, entità",intelligente,mente,"organo, parte del corpo",2085_2F_17,['organo' 'parte del corpo' 'entità' 'mente' 'intelligente'],['entità' 'mente' 'intelligente'],['O' 'O' 'B-' 'B-' 'B-'],
258,1G_22,"sentimento, emozione, cosa astratta",,affetto,emozione,258_1G_22,['sentimento' 'emozione' 'cosa astratta' 'affetto'],['sentimento' 'cosa astratta' 'affetto'],['B-' 'O' 'B-' 'B-'],
800,2E_13,"lavoro, essere umano, mammifero, essere vivente",chirurgo,medico,"essere umano, mammifero, essere vivente",800_2E_13,['lavoro' 'essere umano' 'mammifero' 'essere vivente' 'medico' 'chirurgo'],['lavoro' 'medico' 'chirurgo'],['B-' 'O' 'O' 'O' 'B-' 'B-'],
2122,5D_22,pensiero,,mente,pensiero,2122_5D_22,['pensiero' 'mente'],['mente'],['O' 'B-'],
2095,2F_18,"animale, erbivoro",arabo,cavallo,erbivoro,2095_2F_18,['animale' 'erbivoro' 'cavallo' 'arabo'],['animale' 'cavallo' 'arabo'],['B-' 'O' 'B-' 'B-'],
52,2E_15,"emozione, sentimento",,affetto,sentimento,52_2E_15,['emozione' 'sentimento' 'affetto'],['emozione' 'affetto'],['B-' 'O' 'B-'],
549,5B_17,"emozione, sentimento",ira,rabbia,sentimento,549_5B_17,['emozione' 'sentimento' 'rabbia' 'ira'],['emozione' 'rabbia' 'ira'],['B-' 'O' 'B-' 'B-'],
3058,5B_11,"dolce, cibo",,torta,,3058_5B_11,['dolce' 'cibo' 'torta'],['dolce' 'cibo' 'torta'],['B-' 'B-' 'B-'],
2220,2F_25,"vertebrato, quadrupede, animale, essere vivente, entità",quarter,cavallo,vertebrato,2220_2F_25,"['vertebrato' 'quadrupede' 'animale' 'essere vivente' 'entità' 'cavallo'
 'quarter']",['quadrupede' 'animale' 'essere vivente' 'entità' 'cavallo' 'quarter'],['O' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
707,2E_7,"dolce, cibo","al cioccolato, fondente",torta,,707_2E_7,['dolce' 'cibo' 'torta' 'al cioccolato' 'fondente'],['dolce' 'cibo' 'torta' 'al cioccolato' 'fondente'],['B-' 'B-' 'B-' 'B-' 'B-'],
1968,1G_16,intelligenza,"incubo, pensiero, sogno",mente,"intelligenza, pensiero, incubo, sogno",1968_1G_16,['intelligenza' 'mente' 'incubo' 'pensiero' 'sogno'],['mente'],['O' 'B-' 'O' 'O' 'O'],
699,2E_6,"parte del corpo, cosa, entità",incubo ,mente,"parte del corpo, cosa, incubo",699_2E_6,['parte del corpo' 'cosa' 'entità' 'mente' 'incubo'],['entità' 'mente'],['O' 'O' 'B-' 'B-' 'O'],
2943,1G_21,"dolce, cibo, commestibile","torta di pere, torta alla crema, uova",torta,"torta alla crema, uova",2943_1G_21,"['dolce' 'cibo' 'commestibile' 'torta' 'torta di pere' 'torta alla crema'
 'uova']",['dolce' 'cibo' 'commestibile' 'torta' 'torta di pere'],['B-' 'B-' 'B-' 'B-' 'B-' 'O' 'O'],
2623,3B_14,"pensiero, fantasia",,sogno,fantasia,2623_3B_14,['pensiero' 'fantasia' 'sogno'],['pensiero' 'sogno'],['B-' 'O' 'B-'],
1452,1D_15,lavoro,,badante,,1452_1D_15,['lavoro' 'badante'],['lavoro' 'badante'],['B-' 'B-'],
2546,1G_12,"notte, universo, insieme di stelle",,sogno,"notte, universo, insieme di stelle",2546_1G_12,['notte' 'universo' 'insieme di stelle' 'sogno'],['sogno'],['O' 'O' 'O' 'B-'],
2707,5D_3,mente,fantasia,sogno,fantasia,2707_5D_3,['mente' 'sogno' 'fantasia'],['mente' 'sogno'],['B-' 'B-' 'O'],
1174,1D_20,gioire,,gioia,gioire,1174_1D_20,['gioire' 'gioia'],['gioia'],['O' 'B-'],
2047,2F_14,"lavoratore, persona, mammifero, essere vivente, eucariota, entità","chirurgo, cardiochirurgo",medico,eucariota,2047_2F_14,"['lavoratore' 'persona' 'mammifero' 'essere vivente' 'eucariota' 'entità'
 'medico' 'chirurgo' 'cardiochirurgo']","['lavoratore' 'persona' 'mammifero' 'essere vivente' 'entità' 'medico'
 'chirurgo' 'cardiochirurgo']",['B-' 'B-' 'B-' 'B-' 'O' 'B-' 'B-' 'B-' 'B-'],
2298,5B_6,"materiale, dei ragni, fantasmi",timore,paura,"materiale, dei ragni, fantasmi, timore",2298_5B_6,['materiale' 'dei ragni' 'fantasmi' 'paura' 'timore'],['paura'],['O' 'O' 'O' 'B-' 'O'],
831,2E_2,"mammifero, animale, essere vivente",pony,cavallo,,831_2E_2,['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony'],['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony'],['B-' 'B-' 'B-' 'B-' 'B-'],
1774,5D_17,"persona, animale, essere vivente",musica,insegnante,,1774_5D_17,['persona' 'animale' 'essere vivente' 'insegnante' 'musica'],['persona' 'animale' 'essere vivente' 'insegnante' 'musica'],['B-' 'B-' 'B-' 'B-' 'B-'],
227,1G_2,"professione, lavoro, dovere, impegno",taxista,autista,,227_1G_2,['professione' 'lavoro' 'dovere' 'impegno' 'autista' 'taxista'],['professione' 'lavoro' 'dovere' 'impegno' 'autista' 'taxista'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
247,2E_17,"autobus, taxi","macchina, persona",autista,"autobus, taxi, persona",247_2E_17,['autobus' 'taxi' 'autista' 'macchina' 'persona'],['autista' 'macchina'],['O' 'O' 'B-' 'B-' 'O'],
2477,5B_11,"emozione, sentimento",,rabbia,sentimento,2477_5B_11,['emozione' 'sentimento' 'rabbia'],['emozione' 'rabbia'],['B-' 'O' 'B-'],
2770,2E_19,"sensazione, unità di misura","orologio, veloce, lento",tempo,"sensazione, orologio, lento",2770_2E_19,['sensazione' 'unità di misura' 'tempo' 'orologio' 'veloce' 'lento'],['unità di misura' 'tempo' 'veloce'],['O' 'B-' 'B-' 'O' 'B-' 'O'],
1253,2F_3,"felicità, sentimento, emozione",,gioia,"felicità, emozione",1253_2F_3,['felicità' 'sentimento' 'emozione' 'gioia'],['sentimento' 'gioia'],['O' 'B-' 'O' 'B-'],
2212,2F_25,misura,"ore, minuti, secondi",tempo,"minuti, secondi",2212_2F_25,['misura' 'tempo' 'ore' 'minuti' 'secondi'],['misura' 'tempo' 'ore'],['B-' 'B-' 'B-' 'O' 'O'],
1680,3C_15,"idea, illuminazione",ebrea,libertà,"idea, illuminazione",1680_3C_15,['idea' 'illuminazione' 'libertà' 'ebrea'],['libertà' 'ebrea'],['O' 'O' 'B-' 'B-'],
2219,2F_23,sentimento,del buio,paura,,2219_2F_23,['sentimento' 'paura' 'paura del buio'],['sentimento' 'paura' 'paura del buio'],['B-' 'B-' 'B-'],del buio|||paura del buio___
1825,2F_18,"lavoro, persona","chirurgo, pediatra",medico,"persona, pediatra",1825_2F_18,['lavoro' 'persona' 'medico' 'chirurgo' 'pediatra'],['lavoro' 'medico' 'chirurgo'],['B-' 'O' 'B-' 'B-' 'O'],
1290,1D_5,"emozione, entità",affetto paterno,affetto,,1290_1D_5,['emozione' 'entità' 'affetto' 'affetto paterno'],['emozione' 'entità' 'affetto' 'affetto paterno'],['B-' 'B-' 'B-' 'B-'],
1047,2F_16,,scatola,giocattolo,scatola,1047_2F_16,[' giocattolo' 'scatola'],[' giocattolo'],['B-' 'O'],
769,2E_11,"macchina, motore, materiale",ferrari,automobile,"macchina, motore, materiale",769_2E_11,['macchina' 'motore' 'materiale' 'automobile' 'ferrari'],['automobile' 'ferrari'],['O' 'O' 'O' 'B-' 'B-'],
182,1G_16,"tristezza, paura","emozione, rabbia da stress",rabbia,"tristezza, paura, emozione",182_1G_16,['tristezza' 'paura' 'rabbia' 'emozione' 'rabbia da stress'],['rabbia' 'rabbia da stress'],['O' 'O' 'B-' 'O' 'B-'],
2799,2F_21,clessidra,,tempo,clessidra,2799_2F_21,['clessidra' 'tempo'],['tempo'],['O' 'B-'],
1085,3C_5,"mestiere, lavoro, occupazione",per anziani,badante,,1085_3C_5,['mestiere' 'lavoro' 'occupazione' 'badante' 'badante per anziani'],['mestiere' 'lavoro' 'occupazione' 'badante' 'badante per anziani'],['B-' 'B-' 'B-' 'B-' 'B-'],per anziani|||badante per anziani___
1657,5D_8,"mammifero, animale, entità","pony, pony bianco",cavallo,,1657_5D_8,['mammifero' 'animale' 'entità' 'cavallo' 'pony' 'pony bianco'],['mammifero' 'animale' 'entità' 'cavallo' 'pony' 'pony bianco'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
1912,5B_8,,,medico,,1912_5B_8,[' medico'],[' medico'],['B-'],
457,5B_11,"emozione, sensazione, modo di essere, entità",,gioia,modo di essere,457_5B_11,['emozione' 'sensazione' 'modo di essere' 'entità' 'gioia'],['emozione' 'sensazione' 'entità' 'gioia'],['B-' 'B-' 'O' 'B-' 'B-'],
2154,2F_21,pensiero,cervello,mente,"pensiero, cervello",2154_2F_21,['pensiero' 'mente' 'cervello'],['mente'],['O' 'B-' 'O'],
2573,2E_16,"pensiero, ragionamento",,sogno,ragionamento,2573_2E_16,['pensiero' 'ragionamento' 'sogno'],['pensiero' 'sogno'],['B-' 'O' 'B-'],
2158,1G_12,"sentimento, emozione, ricordo, passato, cosa già passata, indietro",,paura,"emozione, ricordo, passato, cosa già passata, indietro",2158_1G_12,"['sentimento' 'emozione' 'ricordo' 'passato' 'cosa già passata' 'indietro'
 'paura']",['sentimento' 'paura'],['B-' 'O' 'O' 'O' 'O' 'O' 'B-'],
39,1G_4,"orologio, oggetto, elettroni",tempo perso,tempo,"orologio, oggetto, elettroni",39_1G_4,['orologio' 'oggetto' 'elettroni' 'tempo' 'tempo perso'],['tempo' 'tempo perso'],['O' 'O' 'O' 'B-' 'B-'],
495,3B_19,mezzo di trasporto,,automobile,,495_3B_19,['mezzo di trasporto' 'automobile'],['mezzo di trasporto' 'automobile'],['B-' 'B-'],
848,2E_16,"dolce, cibo, alimento, entità","cheesecake, alla fragola",torta,,848_2E_16,"['dolce' 'cibo' 'alimento' 'entità' 'torta' 'cheesecake'
 'cheesecake alla fragola']","['dolce' 'cibo' 'alimento' 'entità' 'torta' 'cheesecake'
 'cheesecake alla fragola']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],alla fragola|||cheesecake alla fragola___
2354,3C_20,cosa astratta,,mente,,2354_3C_20,['cosa astratta' 'mente'],['cosa astratta' 'mente'],['B-' 'B-'],
1738,5D_4,"felicità, correre, saltare",io quando non sono triste,libertà,"felicità, correre, saltare, io quando non sono triste",1738_5D_4,['felicità' 'correre' 'saltare' 'libertà' 'io quando non sono triste'],['libertà'],['O' 'O' 'O' 'B-' 'O'],
149,1G_12,"emozione, sentimento, personalità, persona, essere vivente",karma,rabbia,"sentimento, personalità, persona, essere vivente, karma",149_1G_12,"['emozione' 'sentimento' 'personalità' 'persona' 'essere vivente' 'rabbia'
 'karma']",['emozione' 'rabbia'],['B-' 'O' 'O' 'O' 'O' 'B-' 'O'],
2883,5D_1,,,tempo,,2883_5D_1,[' tempo'],[' tempo'],['B-'],
2847,3C_18,,,tempo,,2847_3C_18,[' tempo'],[' tempo'],['B-'],
2649,3C_14,"desiderio, vita",sport,sogno,"sport, desiderio, vita",2649_3C_14,['desiderio' 'vita' 'sogno' 'sport'],['sogno'],['O' 'O' 'B-' 'O'],
1650,3B_11,"libertà di voto, voto, conferma",,libertà,"libertà di voto, voto, conferma",1650_3B_11,['libertà di voto' 'voto' 'conferma' 'libertà'],['libertà'],['O' 'O' 'O' 'B-'],
1600,5D_3,"svago, libero",libertò di scegliere,libertà,"svago, libero",1600_5D_3,['svago' 'libero' 'libertà' 'libertò di scegliere'],['libertà' 'libertò di scegliere'],['O' 'O' 'B-' 'B-'],
1812,5D_21,"donna/uomo, persona, essere umano, essere vivente, entità","badante di anziani, badante di anziani italiana",badante,,1812_5D_21,"['donna/uomo' 'persona' 'essere umano' 'essere vivente' 'entità' 'badante'
 'badante di anziani' 'badante di anziani italiana']","['donna/uomo' 'persona' 'essere umano' 'essere vivente' 'entità' 'badante'
 'badante di anziani' 'badante di anziani italiana']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
1372,1D_3,"persona, essere vivente, anima",professione,insegnante,"anima, professione",1372_1D_3,['persona' 'essere vivente' 'anima' 'insegnante' 'professione'],['persona' 'essere vivente' 'insegnante'],['B-' 'B-' 'O' 'B-' 'O'],
1514,5B_18,"mestiere, persona","prof, maestra",insegnante,"persona, maestra",1514_5B_18,['mestiere' 'persona' 'insegnante' 'prof' 'maestra'],['mestiere' 'insegnante' 'prof'],['B-' 'O' 'B-' 'B-' 'O'],
810,1G_21,"animale, mammifero, essere vivente","pony, cavallo nero, equino",cavallo,"mammifero, cavallo nero, equino",810_1G_21,"['animale' 'mammifero' 'essere vivente' 'cavallo' 'pony' 'cavallo nero'
 'equino']",['animale' 'essere vivente' 'cavallo' 'pony'],['B-' 'O' 'B-' 'B-' 'B-' 'O' 'O'],
268,1G_22,"mestiere, lavoro, attività socialmente utile con ricompensa in denaro",chiropratico,medico,attività socialmente utile con ricompensa in denaro,268_1G_22,"['mestiere' 'lavoro' 'attività socialmente utile con ricompensa in denaro'
 'medico' 'chiropratico']",['mestiere' 'lavoro' 'medico' 'chiropratico'],['B-' 'B-' 'O' 'B-' 'B-'],
868,2F_6,"mammifero, animale","arabo, frisone, stallone",cavallo,"frisone, stallone",868_2F_6,['mammifero' 'animale' 'cavallo' 'arabo' 'frisone' 'stallone'],['mammifero' 'animale' 'cavallo' 'arabo'],['B-' 'B-' 'B-' 'B-' 'O' 'O'],
384,5B_7,"mezzo mobile, mezzo di trasporto, fonte di inquinamento","automobile pubblica, taxi, taxi gr",automobile,"mezzo mobile, fonte di inquinamento",384_5B_7,"['mezzo mobile' 'mezzo di trasporto' 'fonte di inquinamento' 'automobile'
 'automobile pubblica' 'taxi' 'taxi gr']",['mezzo di trasporto' 'automobile' 'automobile pubblica' 'taxi' 'taxi gr'],['O' 'B-' 'O' 'B-' 'B-' 'B-' 'B-'],
2230,3B_1,"emozione, sentimento, ragionamento","it, film, registrazione",paura,"sentimento, ragionamento, it, film, registrazione",2230_3B_1,"['emozione' 'sentimento' 'ragionamento' 'paura' 'it' 'film'
 'registrazione']",['emozione' 'paura'],['B-' 'O' 'O' 'B-' 'O' 'O' 'O'],
2636,3B_26,immaginazione,,sogno,,2636_3B_26,['immaginazione' 'sogno'],['immaginazione' 'sogno'],['B-' 'B-'],
2171,1G_3,"emozione, sentimento, amicizia","film horror, insicurezza",paura,"sentimento, amicizia, film horror, insicurezza",2171_1G_3,['emozione' 'sentimento' 'amicizia' 'paura' 'film horror' 'insicurezza'],['emozione' 'paura'],['B-' 'O' 'O' 'B-' 'O' 'O'],
949,5D_14,"mammifero, animale",pony,cavallo,,949_5D_14,['mammifero' 'animale' 'cavallo' 'pony'],['mammifero' 'animale' 'cavallo' 'pony'],['B-' 'B-' 'B-' 'B-'],
377,5B_6,sta nella nostra testa,"intellettuale, produttiva",mente,"sta nella nostra testa, produttiva",377_5B_6,['sta nella nostra testa' 'mente' 'intellettuale' 'produttiva'],['mente' 'intellettuale'],['O' 'B-' 'B-' 'O'],
1387,1D_11,"mammifero, animale, entità",grigio,cavallo,,1387_1D_11,['mammifero' 'animale' 'entità' 'cavallo' 'grigio'],['mammifero' 'animale' 'entità' 'cavallo' 'grigio'],['B-' 'B-' 'B-' 'B-' 'B-'],
2214,2F_19,mente,buio,paura,mente,2214_2F_19,['mente' 'paura' 'buio'],['paura' 'buio'],['O' 'B-' 'B-'],
